hero_1,hero_2,games,winrate
38,135,300,0.4166666666666667
36,67,1355,0.5867158671586716
67,69,1490,0.5671140939597316
18,97,395,0.4430379746835443
31,120,930,0.543010752688172
36,59,615,0.5853658536585366
59,72,170,0.3235294117647059
14,45,1010,0.47029702970297027
25,45,535,0.4205607476635514
25,94,600,0.5666666666666667
45,94,260,0.46153846153846156
45,111,90,0.3888888888888889
94,111,170,0.5294117647058824
6,23,540,0.4537037037037037
23,60,175,0.45714285714285713
23,86,855,0.5789473684210527
47,58,195,0.4358974358974359
47,85,750,0.56
58,85,170,0.5
36,129,825,0.4909090909090909
12,136,350,0.5714285714285714
30,136,635,0.5826771653543307
69,136,600,0.4666666666666667
22,38,1215,0.4609053497942387
22,64,1315,0.4600760456273764
43,105,495,0.5151515151515151
28,92,85,0.47058823529411764
36,88,890,0.550561797752809
36,92,110,0.5
88,92,95,0.7368421052631579
9,29,1270,0.5078740157480315
9,84,1150,0.5173913043478261
11,32,580,0.5431034482758621
11,88,1040,0.5288461538461539
32,88,275,0.4727272727272727
73,94,405,0.6049382716049383
82,94,160,0.5
9,60,540,0.5370370370370371
54,60,1400,0.5535714285714286
60,137,90,0.5
105,137,455,0.5274725274725275
20,96,300,0.5166666666666667
40,96,1145,0.4890829694323144
44,96,435,0.47126436781609193
11,107,480,0.5416666666666666
15,107,275,0.6181818181818182
15,112,295,0.5423728813559322
97,107,320,0.5
107,112,135,0.6296296296296297
18,108,200,0.425
30,108,900,0.5666666666666667
42,45,665,0.5413533834586466
42,61,425,0.5882352941176471
45,61,90,0.6111111111111112
2,60,230,0.5217391304347826
11,13,405,0.48148148148148145
8,33,260,0.5769230769230769
8,75,1660,0.49698795180722893
8,131,390,0.32051282051282054
33,75,275,0.6
33,131,65,0.6153846153846154
75,131,180,0.5277777777777778
46,59,450,0.4222222222222222
46,119,265,0.5283018867924528
59,119,340,0.4852941176470588
59,123,590,0.4491525423728814
119,123,270,0.42592592592592593
19,47,570,0.42105263157894735
19,53,510,0.38235294117647056
19,68,460,0.4891304347826087
47,73,745,0.610738255033557
53,68,470,0.39361702127659576
53,73,705,0.48226950354609927
68,73,730,0.4794520547945205
81,101,430,0.5116279069767442
7,94,615,0.5447154471544715
7,145,350,0.5857142857142857
49,94,280,0.4107142857142857
49,145,155,0.25806451612903225
69,145,445,0.5393258426966292
94,145,100,0.65
16,52,350,0.35714285714285715
35,52,670,0.48507462686567165
52,96,280,0.48214285714285715
1,33,320,0.484375
1,119,535,0.514018691588785
33,37,180,0.7222222222222222
33,106,150,0.4666666666666667
33,119,55,0.5454545454545454
37,106,805,0.484472049689441
106,119,305,0.5901639344262295
35,81,835,0.46706586826347307
35,155,490,0.4489795918367347
42,81,315,0.47619047619047616
81,155,45,0.8888888888888888
18,121,235,0.40425531914893614
69,121,755,0.5033112582781457
121,123,215,0.5813953488372093
81,106,165,0.36363636363636365
104,135,145,0.6896551724137931
15,101,815,0.4539877300613497
2,97,815,0.44171779141104295
19,43,295,0.4406779661016949
43,106,200,0.6
63,106,850,0.5235294117647059
68,106,555,0.5045045045045045
19,33,120,0.4166666666666667
25,33,310,0.45161290322580644
6,33,245,0.5714285714285714
26,33,435,0.6091954022988506
22,41,1515,0.49834983498349833
22,60,1425,0.5157894736842106
61,88,190,0.4473684210526316
37,48,835,0.5269461077844312
48,93,385,0.5974025974025974
48,138,190,0.3157894736842105
22,59,885,0.5310734463276836
44,88,610,0.5
35,138,855,0.43859649122807015
106,138,390,0.5256410256410257
87,90,315,0.5555555555555556
20,75,615,0.6097560975609756
75,84,1555,0.5209003215434084
53,91,165,0.42424242424242425
53,126,440,0.4772727272727273
53,136,265,0.39622641509433965
91,108,185,0.5135135135135135
91,126,205,0.6097560975609756
108,136,220,0.5454545454545454
126,136,265,0.4339622641509434
26,49,1655,0.4380664652567976
41,61,185,0.5135135135135135
49,61,165,0.42424242424242425
49,64,685,0.44525547445255476
30,101,1380,0.4891304347826087
71,111,845,0.5384615384615384
75,111,225,0.4888888888888889
7,23,335,0.5223880597014925
7,107,300,0.4666666666666667
12,21,755,0.5231788079470199
12,23,235,0.425531914893617
12,107,270,0.5370370370370371
21,107,285,0.49122807017543857
23,107,130,0.6923076923076923
15,56,385,0.4935064935064935
33,56,175,0.6571428571428571
56,84,1155,0.49783549783549785
3,26,465,0.46236559139784944
3,28,205,0.5609756097560976
28,35,1835,0.5340599455040872
11,128,745,0.5100671140939598
68,128,165,0.5151515151515151
69,73,1525,0.5475409836065573
4,63,365,0.4520547945205479
4,101,580,0.5086206896551724
25,75,1350,0.4962962962962963
25,138,670,0.5074626865671642
29,138,1025,0.5707317073170731
114,138,310,0.3548387096774194
44,64,1055,0.38388625592417064
44,75,1125,0.52
59,64,660,0.4090909090909091
11,138,535,0.45794392523364486
104,108,255,0.43137254901960786
108,138,370,0.5540540540540541
5,49,670,0.4701492537313433
49,99,310,0.5806451612903226
49,126,325,0.49230769230769234
99,101,1040,0.47596153846153844
39,48,1165,0.4678111587982833
48,69,1035,0.42995169082125606
29,106,1310,0.5572519083969466
9,28,625,0.512
9,73,690,0.45652173913043476
28,145,340,0.5588235294117647
73,145,350,0.5
37,85,615,0.5121951219512195
37,101,730,0.5
37,128,320,0.328125
85,101,790,0.5506329113924051
101,128,350,0.45714285714285713
12,119,340,0.47058823529411764
27,119,490,0.5102040816326531
35,119,825,0.48484848484848486
17,48,645,0.4883720930232558
37,111,170,0.4117647058823529
42,111,490,0.5918367346938775
111,126,250,0.58
10,49,160,0.4375
30,49,1035,0.463768115942029
30,64,1190,0.5
42,56,695,0.5323741007194245
56,123,515,0.5145631067961165
21,38,825,0.46060606060606063
21,108,620,0.47580645161290325
97,108,320,0.53125
39,95,345,0.4782608695652174
71,95,515,0.5339805825242718
73,95,175,0.5714285714285714
87,95,135,0.5555555555555556
10,38,480,0.4479166666666667
25,53,805,0.4409937888198758
37,78,135,0.3333333333333333
67,78,115,0.391304347826087
74,78,335,0.40298507462686567
78,84,170,0.5294117647058824
26,107,635,0.4645669291338583
29,107,380,0.5
43,87,250,0.44
62,69,760,0.4407894736842105
62,95,125,0.64
69,95,235,0.574468085106383
23,126,270,0.5185185185185185
28,52,365,0.5342465753424658
28,56,575,0.5217391304347826
28,105,1085,0.6405529953917051
36,52,350,0.38571428571428573
36,56,805,0.4782608695652174
52,56,185,0.5135135135135135
52,105,520,0.49038461538461536
29,65,350,0.5
65,85,260,0.38461538461538464
68,135,395,0.46835443037974683
76,135,310,0.45161290322580644
7,19,775,0.45806451612903226
19,72,255,0.39215686274509803
72,106,355,0.5070422535211268
36,119,625,0.608
7,52,440,0.45454545454545453
7,83,320,0.40625
52,83,140,0.6071428571428571
52,102,215,0.37209302325581395
73,83,285,0.5789473684210527
73,102,290,0.4827586206896552
83,102,110,0.45454545454545453
2,119,740,0.46621621621621623
40,105,1385,0.44404332129963897
40,119,520,0.41346153846153844
105,119,315,0.4603174603174603
5,25,1395,0.5448028673835126
32,68,345,0.4927536231884058
68,93,1250,0.564
68,129,570,0.4824561403508772
5,18,475,0.5894736842105263
5,106,895,0.6033519553072626
38,52,390,0.46153846153846156
44,113,360,0.4166666666666667
104,113,740,0.5743243243243243
110,113,325,0.5384615384615384
54,131,700,0.4714285714285714
4,19,330,0.4393939393939394
4,79,190,0.631578947368421
4,85,435,0.6206896551724138
19,79,200,0.4
71,79,530,0.49056603773584906
79,85,170,0.47058823529411764
39,72,535,0.48598130841121495
40,155,405,0.5061728395061729
59,155,135,0.7037037037037037
63,155,370,0.4189189189189189
23,28,220,0.5681818181818182
23,119,160,0.34375
23,129,145,0.3103448275862069
28,129,185,0.3783783783783784
20,49,355,0.6197183098591549
20,104,1170,0.5170940170940171
38,60,470,0.5425531914893617
9,13,390,0.5
13,41,445,0.3707865168539326
17,128,345,0.5072463768115942
60,128,375,0.41333333333333333
26,50,690,0.5652173913043478
26,83,555,0.43243243243243246
41,50,475,0.4842105263157895
41,83,225,0.5777777777777777
104,131,580,0.45689655172413796
14,77,225,0.5111111111111111
46,65,300,0.43333333333333335
46,77,65,0.23076923076923078
65,77,25,0.4
77,111,25,0.4
1,91,310,0.5
1,113,590,0.4576271186440678
2,91,490,0.5816326530612245
31,113,515,0.6116504854368932
91,113,215,0.7209302325581395
3,56,120,0.6666666666666666
3,73,285,0.40350877192982454
56,73,420,0.4642857142857143
11,80,290,0.5689655172413793
8,58,280,0.5357142857142857
35,49,1110,0.509009009009009
35,58,455,0.45054945054945056
49,58,160,0.46875
49,62,320,0.4375
58,62,65,0.6153846153846154
9,114,645,0.4883720930232558
42,80,290,0.5689655172413793
80,114,185,0.5945945945945946
8,64,1415,0.49469964664310956
43,123,330,0.45454545454545453
16,23,160,0.375
16,49,300,0.5333333333333333
16,110,545,0.5045871559633027
23,46,290,0.5517241379310345
23,110,255,0.5294117647058824
46,49,285,0.47368421052631576
49,110,415,0.4578313253012048
81,114,305,0.4426229508196721
59,76,150,0.5
59,111,265,0.6226415094339622
76,94,290,0.603448275862069
76,111,165,0.6060606060606061
11,56,635,0.4015748031496063
56,87,430,0.43023255813953487
7,53,800,0.43125
53,94,320,0.4375
53,123,490,0.37755102040816324
94,123,395,0.5949367088607594
20,72,250,0.48
22,72,625,0.392
40,61,565,0.3893805309734513
54,61,625,0.448
61,85,255,0.45098039215686275
7,89,325,0.5230769230769231
7,128,535,0.4766355140186916
31,128,440,0.4772727272727273
55,89,70,0.5
55,128,60,0.5
89,128,105,0.47619047619047616
2,145,510,0.5686274509803921
34,46,245,0.32653061224489793
34,53,210,0.2857142857142857
42,46,850,0.5411764705882353
42,57,410,0.5487804878048781
46,53,490,0.45918367346938777
46,57,200,0.275
53,57,170,0.47058823529411764
17,49,380,0.4473684210526316
19,96,300,0.5
27,31,1035,0.5700483091787439
59,114,530,0.46226415094339623
114,155,315,0.3968253968253968
13,109,105,0.42857142857142855
31,109,410,0.5
104,109,565,0.4336283185840708
7,57,255,0.5882352941176471
7,70,730,0.4520547945205479
25,57,355,0.5352112676056338
25,91,400,0.575
19,22,1085,0.5299539170506913
19,58,175,0.5142857142857142
22,58,325,0.4307692307692308
54,58,485,0.5257731958762887
49,67,420,0.5357142857142857
49,108,235,0.44680851063829785
11,85,1070,0.42990654205607476
11,113,325,0.5538461538461539
28,113,280,0.5357142857142857
85,113,335,0.5522388059701493
68,89,205,0.4878048780487805
89,106,170,0.5294117647058824
30,145,780,0.5
6,36,1760,0.5056818181818182
6,37,1325,0.5132075471698113
8,73,1080,0.39814814814814814
84,123,945,0.5185185185185185
12,37,760,0.5460526315789473
28,37,985,0.49746192893401014
37,100,450,0.4666666666666667
56,100,360,0.4722222222222222
33,107,65,0.5384615384615384
33,111,85,0.5294117647058824
35,107,490,0.5408163265306123
35,111,640,0.515625
106,111,285,0.543859649122807
107,111,135,0.48148148148148145
9,15,575,0.4956521739130435
9,75,655,0.48854961832061067
56,104,1025,0.43902439024390244
85,131,140,0.42857142857142855
63,128,535,0.411214953271028
69,128,750,0.5333333333333333
12,111,290,0.5
84,111,380,0.5526315789473685
111,113,160,0.625
18,50,200,0.525
50,123,305,0.4918032786885246
1,46,265,0.5849056603773585
1,135,630,0.5079365079365079
7,46,860,0.4941860465116279
46,68,470,0.3617021276595745
46,135,490,0.4387755102040816
31,94,595,0.42857142857142855
31,99,1125,0.5377777777777778
37,94,505,0.5148514851485149
41,53,660,0.3939393939393939
41,137,295,0.5254237288135594
53,137,240,0.4791666666666667
88,155,150,0.4666666666666667
22,70,1055,0.4928909952606635
70,82,345,0.5652173913043478
82,123,400,0.575
5,63,1235,0.4979757085020243
5,72,340,0.4264705882352941
54,72,270,0.42592592592592593
63,72,285,0.2807017543859649
43,94,210,0.42857142857142855
43,97,340,0.6323529411764706
43,111,170,0.6176470588235294
97,111,265,0.4528301886792453
6,57,445,0.4606741573033708
6,114,655,0.4732824427480916
22,27,1870,0.5133689839572193
22,57,375,0.44
57,114,230,0.5217391304347826
12,42,750,0.5133333333333333
81,97,235,0.5106382978723404
28,131,230,0.3695652173913043
42,131,450,0.45555555555555555
28,65,175,0.5428571428571428
22,79,335,0.5373134328358209
32,79,125,0.56
32,104,790,0.5126582278481012
1,44,235,0.3829787234042553
1,93,395,0.5443037974683544
5,44,1300,0.4576923076923077
44,76,460,0.5
44,93,400,0.425
67,101,1315,0.5095057034220533
50,80,110,0.3181818181818182
80,93,310,0.532258064516129
4,27,860,0.563953488372093
4,34,180,0.3611111111111111
27,34,580,0.3448275862068966
34,71,895,0.44692737430167595
34,104,695,0.45323741007194246
32,38,350,0.5714285714285714
6,20,875,0.5257142857142857
43,53,235,0.3617021276595745
6,97,1065,0.48826291079812206
59,97,410,0.5121951219512195
46,155,180,0.3888888888888889
57,86,550,0.5
57,123,200,0.55
57,155,50,0.2
86,155,550,0.44545454545454544
21,101,1055,0.5071090047393365
30,88,780,0.5512820512820513
67,68,725,0.5448275862068965
19,94,360,0.4444444444444444
4,30,715,0.5034965034965035
4,56,220,0.4772727272727273
4,109,70,0.5
30,56,1005,0.4975124378109453
30,109,495,0.46464646464646464
56,88,390,0.47435897435897434
56,109,135,0.4074074074074074
88,109,205,0.5853658536585366
1,34,575,0.41739130434782606
34,47,265,0.4339622641509434
34,75,365,0.3835616438356164
25,129,1120,0.46875
16,55,80,0.5625
55,64,140,0.42857142857142855
59,126,135,0.4444444444444444
69,91,430,0.5465116279069767
91,101,260,0.5
30,100,805,0.484472049689441
49,100,210,0.47619047619047616
8,57,385,0.5194805194805194
14,98,740,0.3918918918918919
39,98,395,0.4050632911392405
94,98,110,0.5
8,78,165,0.42424242424242425
71,78,205,0.5121951219512195
73,78,155,0.4838709677419355
53,90,275,0.6
48,56,220,0.5681818181818182
48,61,265,0.4528301886792453
56,61,175,0.22857142857142856
56,110,350,0.4714285714285714
61,137,125,0.44
110,137,270,0.5555555555555556
67,105,1040,0.5865384615384616
45,57,105,0.3333333333333333
45,113,145,0.6896551724137931
54,57,515,0.46601941747572817
57,113,115,0.30434782608695654
12,34,420,0.42857142857142855
16,31,965,0.5233160621761658
16,104,725,0.4689655172413793
17,120,275,0.43636363636363634
40,120,1350,0.5777777777777777
26,102,710,0.4014084507042254
29,102,450,0.37777777777777777
53,102,210,0.35714285714285715
43,52,130,0.38461538461538464
52,101,485,0.44329896907216493
32,70,240,0.5416666666666666
32,98,145,0.41379310344827586
57,59,240,0.5208333333333334
57,98,45,0.4444444444444444
42,136,650,0.5384615384615384
3,36,335,0.4925373134328358
6,12,155,0.3548387096774194
5,123,590,0.5508474576271186
6,81,335,0.4925373134328358
73,105,1055,0.5876777251184834
4,98,90,0.7777777777777778
4,100,265,0.5094339622641509
26,100,1285,0.4785992217898833
30,98,480,0.40625
98,100,165,0.5454545454545454
16,67,730,0.5616438356164384
31,95,210,0.6190476190476191
95,121,90,0.5
95,129,150,0.5666666666666667
121,129,400,0.4
84,102,385,0.5844155844155844
23,89,90,0.8333333333333334
23,99,225,0.6444444444444445
27,89,425,0.49411764705882355
89,99,255,0.45098039215686275
18,101,430,0.5232558139534884
22,45,525,0.5047619047619047
45,69,585,0.5128205128205128
10,11,635,0.4330708661417323
10,39,865,0.3872832369942196
10,98,190,0.2631578947368421
40,98,680,0.3897058823529412
2,92,170,0.5
73,92,160,0.625
46,105,915,0.4426229508196721
60,84,1085,0.5069124423963134
53,96,340,0.35294117647058826
96,138,340,0.45588235294117646
6,145,265,0.5283018867924528
41,68,750,0.56
61,68,255,0.5294117647058824
12,98,195,0.4358974358974359
23,98,65,0.5384615384615384
1,18,120,0.5416666666666666
11,18,465,0.46236559139784944
40,95,390,0.5384615384615384
50,95,125,0.6
53,95,255,0.49019607843137253
95,110,135,0.5925925925925926
88,135,300,0.6
135,136,275,0.36363636363636365
69,83,315,0.47619047619047616
70,83,215,0.32558139534883723
74,83,665,0.38345864661654133
2,135,170,0.5294117647058824
2,136,565,0.5221238938053098
46,74,1190,0.4789915966386555
46,99,705,0.48226950354609927
22,120,880,0.5284090909090909
9,95,180,0.5277777777777778
84,95,345,0.6521739130434783
84,128,590,0.5084745762711864
95,128,125,0.48
15,88,745,0.5704697986577181
1,59,845,0.4437869822485207
9,11,955,0.4869109947643979
48,62,475,0.4842105263157895
37,75,745,0.5167785234899329
126,138,485,0.5257731958762887
64,121,230,0.3695652173913043
73,89,130,0.5384615384615384
11,91,585,0.5128205128205128
37,91,170,0.5588235294117647
16,53,480,0.4479166666666667
53,111,180,0.5277777777777778
109,111,140,0.2857142857142857
47,60,510,0.5098039215686274
27,48,1340,0.48507462686567165
104,120,865,0.5375722543352601
4,28,405,0.5061728395061729
4,50,230,0.6086956521739131
4,64,525,0.5238095238095238
28,50,360,0.625
9,34,205,0.3902439024390244
34,54,760,0.3815789473684211
34,62,165,0.5757575757575758
34,99,315,0.42857142857142855
15,61,185,0.5135135135135135
15,121,300,0.6166666666666667
61,104,640,0.5
22,46,865,0.4682080924855491
22,83,370,0.43243243243243246
46,83,195,0.5384615384615384
83,111,65,0.6923076923076923
83,155,60,0.5833333333333334
111,155,95,0.3684210526315789
13,93,960,0.4635416666666667
9,20,430,0.5348837209302325
20,120,420,0.42857142857142855
39,106,375,0.4666666666666667
39,126,370,0.44594594594594594
106,126,155,0.5806451612903226
8,67,210,0.42857142857142855
31,102,350,0.4857142857142857
46,102,225,0.4222222222222222
67,102,380,0.4868421052631579
6,112,360,0.5416666666666666
21,26,2355,0.4416135881104034
6,18,180,0.5555555555555556
30,91,270,0.48148148148148145
74,91,560,0.5089285714285714
91,94,185,0.4594594594594595
91,129,310,0.45161290322580644
37,89,255,0.6274509803921569
37,98,300,0.3333333333333333
89,98,65,0.46153846153846156
22,81,515,0.4854368932038835
26,81,1100,0.4409090909090909
63,67,540,0.5370370370370371
63,81,445,0.39325842696629215
42,112,660,0.5984848484848485
8,100,725,0.46206896551724136
25,100,785,0.5414012738853503
60,100,415,0.6024096385542169
27,64,1065,0.4694835680751174
49,82,195,0.6153846153846154
22,35,2385,0.44863731656184486
62,135,275,0.5454545454545454
42,102,445,0.5168539325842697
42,120,765,0.5620915032679739
71,102,640,0.4453125
32,69,670,0.5597014925373134
32,90,230,0.43478260869565216
9,37,560,0.5089285714285714
60,110,390,0.48717948717948717
70,110,590,0.4322033898305085
41,45,365,0.5068493150684932
41,56,275,0.509090909090909
45,56,200,0.4
45,64,280,0.5357142857142857
22,119,520,0.5384615384615384
25,37,1230,0.4796747967479675
72,88,250,0.44
9,83,205,0.4878048780487805
9,85,435,0.5057471264367817
83,85,135,0.4444444444444444
14,89,745,0.5167785234899329
38,76,335,0.4626865671641791
76,86,1070,0.5327102803738317
86,89,490,0.5408163265306123
33,64,195,0.5384615384615384
33,69,225,0.5555555555555556
33,81,90,0.4444444444444444
33,136,115,0.6956521739130435
81,136,125,0.4
9,138,435,0.5057471264367817
33,114,210,0.5
6,109,45,0.1111111111111111
33,47,150,0.4666666666666667
22,131,370,0.43243243243243246
56,131,170,0.35294117647058826
7,85,795,0.5408805031446541
12,49,295,0.5254237288135594
12,85,660,0.5984848484848485
49,85,430,0.5232558139534884
46,96,270,0.4444444444444444
9,39,930,0.4731182795698925
9,43,240,0.3958333333333333
9,59,460,0.4782608695652174
34,90,130,0.4230769230769231
34,107,105,0.3333333333333333
70,107,195,0.5128205128205128
90,107,190,0.5789473684210527
14,92,440,0.5
41,92,175,0.5714285714285714
92,97,125,0.48
58,61,100,0.4
58,91,70,0.5
58,98,55,0.36363636363636365
58,110,95,0.5263157894736842
61,98,65,0.23076923076923078
91,98,80,0.4375
98,110,140,0.6071428571428571
6,91,340,0.4852941176470588
91,104,695,0.5467625899280576
91,119,135,0.48148148148148145
27,61,735,0.4489795918367347
18,87,315,0.47619047619047616
25,36,1130,0.49557522123893805
27,87,655,0.5343511450381679
53,101,790,0.4177215189873418
3,19,215,0.46511627906976744
3,63,220,0.4318181818181818
3,69,415,0.5301204819277109
3,82,105,0.6190476190476191
19,82,245,0.6326530612244898
25,135,670,0.5522388059701493
1,23,460,0.43478260869565216
14,23,1055,0.5213270142180095
23,35,675,0.4666666666666667
101,102,355,0.5352112676056338
93,111,550,0.5545454545454546
20,68,350,0.6
68,97,560,0.5089285714285714
8,38,805,0.42857142857142855
8,111,440,0.5113636363636364
38,61,335,0.44776119402985076
38,111,350,0.5285714285714286
61,111,130,0.5384615384615384
74,79,525,0.49523809523809526
79,110,135,0.4444444444444444
2,38,815,0.49079754601226994
38,100,585,0.46153846153846156
47,99,545,0.41284403669724773
61,99,350,0.5285714285714286
47,51,255,0.5686274509803921
51,104,435,0.5172413793103449
16,56,445,0.38202247191011235
30,45,385,0.4935064935064935
48,58,150,0.4666666666666667
57,85,200,0.3
57,104,280,0.44642857142857145
16,89,165,0.30303030303030304
89,101,320,0.40625
6,56,355,0.39436619718309857
128,136,175,0.5428571428571428
18,44,135,0.2962962962962963
35,38,1425,0.42105263157894735
38,44,630,0.42063492063492064
15,123,650,0.43846153846153846
21,52,375,0.4266666666666667
37,52,500,0.4
52,129,450,0.4222222222222222
5,90,400,0.4625
90,93,975,0.5948717948717949
17,43,170,0.47058823529411764
19,27,1235,0.4251012145748988
43,54,665,0.48120300751879697
6,78,135,0.5185185185185185
22,78,215,0.4186046511627907
27,78,260,0.5
34,69,435,0.3333333333333333
34,76,50,0.3
34,97,370,0.33783783783783783
69,76,845,0.5207100591715976
63,119,500,0.46
69,119,600,0.44166666666666665
18,19,245,0.40816326530612246
18,23,115,0.5217391304347826
18,63,350,0.4142857142857143
19,23,210,0.5
23,63,465,0.5913978494623656
2,131,485,0.4742268041237113
37,90,465,0.6129032258064516
37,131,170,0.4117647058823529
90,131,185,0.5135135135135135
3,32,100,0.45
3,65,100,0.4
3,104,490,0.5408163265306123
65,104,460,0.4891304347826087
5,121,270,0.42592592592592593
34,60,285,0.40350877192982454
34,121,215,0.5813953488372093
28,126,670,0.48507462686567165
38,137,190,0.34210526315789475
52,110,315,0.5714285714285714
52,137,190,0.5
11,46,645,0.4263565891472868
21,102,260,0.5192307692307693
36,47,735,0.5306122448979592
2,102,300,0.5666666666666667
21,54,1640,0.5457317073170732
54,102,455,0.4065934065934066
64,102,295,0.4745762711864407
69,107,355,0.5211267605633803
67,110,700,0.5857142857142857
67,120,605,0.5371900826446281
74,120,850,0.4411764705882353
110,120,525,0.6
12,99,675,0.4666666666666667
99,110,545,0.5688073394495413
17,100,535,0.4672897196261682
21,113,280,0.3392857142857143
63,113,400,0.5875
68,113,255,0.6666666666666666
33,123,195,0.5897435897435898
19,32,325,0.6
19,80,135,0.4444444444444444
32,80,115,0.43478260869565216
80,86,410,0.43902439024390244
41,107,255,0.6666666666666666
60,111,305,0.6065573770491803
60,135,65,0.46153846153846156
107,135,215,0.5116279069767442
111,135,245,0.5714285714285714
8,83,335,0.3283582089552239
59,83,215,0.46511627906976744
83,98,95,0.3684210526315789
22,85,1045,0.5167464114832536
28,49,275,0.43636363636363634
126,128,385,0.4675324675324675
15,94,290,0.5517241379310345
30,135,850,0.5117647058823529
63,135,560,0.5357142857142857
17,39,265,0.49056603773584906
42,87,1285,0.5408560311284046
67,87,755,0.543046357615894
71,121,1380,0.5471014492753623
84,121,480,0.53125
8,68,900,0.4777777777777778
46,137,270,0.4444444444444444
68,137,305,0.5573770491803278
86,137,805,0.45962732919254656
95,104,340,0.5735294117647058
95,123,180,0.5555555555555556
50,60,325,0.4
17,90,230,0.5
69,99,280,0.4642857142857143
30,43,700,0.5142857142857142
43,100,265,0.49056603773584906
43,114,355,0.4507042253521127
52,108,295,0.4406779661016949
48,92,120,0.4583333333333333
48,145,145,0.5172413793103449
92,99,135,0.5185185185185185
92,145,25,0.6
99,145,260,0.46153846153846156
36,113,290,0.43103448275862066
88,113,250,0.42
8,32,455,0.4945054945054945
3,23,115,0.6521739130434783
3,67,310,0.5161290322580645
3,87,105,0.6666666666666666
3,113,125,0.48
23,67,375,0.5866666666666667
23,113,125,0.4
67,113,320,0.578125
10,35,680,0.5073529411764706
10,63,325,0.49230769230769234
70,75,835,0.5508982035928144
29,32,620,0.5887096774193549
32,53,365,0.5205479452054794
16,28,390,0.5256410256410257
28,97,480,0.5
7,28,700,0.5357142857142857
28,83,255,0.43137254901960786
75,83,200,0.65
4,76,175,0.5428571428571428
4,129,390,0.47435897435897434
19,50,290,0.5
58,93,390,0.48717948717948717
58,100,95,0.5263157894736842
20,51,120,0.5416666666666666
22,51,400,0.6
51,86,435,0.5172413793103449
10,60,440,0.5454545454545454
10,84,910,0.45604395604395603
10,96,175,0.5142857142857142
60,96,50,0.7
43,57,80,0.625
57,63,310,0.4838709677419355
40,58,270,0.5
44,58,280,0.42857142857142855
58,75,190,0.4473684210526316
58,101,170,0.5294117647058824
20,129,500,0.47
120,129,375,0.4666666666666667
45,48,365,0.5205479452054794
45,82,125,0.36
45,129,395,0.4177215189873418
82,129,295,0.5084745762711864
4,12,115,0.4782608695652174
17,58,150,0.4
53,58,130,0.5384615384615384
4,82,130,0.5769230769230769
64,82,505,0.43564356435643564
13,96,270,0.4444444444444444
65,75,280,0.5535714285714286
65,86,570,0.5701754385964912
93,114,750,0.52
18,85,340,0.5588235294117647
108,112,170,0.6176470588235294
112,136,130,0.46153846153846156
56,63,405,0.4567901234567901
56,98,140,0.5714285714285714
98,105,235,0.48936170212765956
65,70,225,0.4666666666666667
65,136,120,0.5833333333333334
70,136,280,0.5178571428571429
62,101,385,0.5064935064935064
93,96,890,0.550561797752809
96,101,585,0.5128205128205128
9,36,935,0.49732620320855614
33,54,430,0.5232558139534884
36,128,695,0.41007194244604317
5,113,440,0.6022727272727273
29,44,1265,0.5217391304347826
25,56,590,0.4830508474576271
39,56,655,0.4351145038167939
6,8,350,0.45714285714285713
6,128,515,0.42718446601941745
8,128,640,0.4765625
57,128,150,0.36666666666666664
59,67,615,0.5284552845528455
60,94,395,0.5949367088607594
4,21,495,0.46464646464646464
4,29,640,0.53125
29,33,310,0.5483870967741935
33,82,100,0.6
38,92,155,0.5161290322580645
12,109,60,0.5833333333333334
105,109,405,0.5432098765432098
25,59,570,0.5087719298245614
59,99,510,0.49019607843137253
85,126,590,0.5169491525423728
16,75,865,0.45664739884393063
22,43,425,0.49411764705882355
34,48,270,0.2777777777777778
34,68,210,0.5238095238095238
34,108,110,0.4090909090909091
68,108,365,0.5068493150684932
25,46,685,0.4306569343065693
11,76,310,0.5
48,49,370,0.4864864864864865
7,136,405,0.5432098765432098
52,70,420,0.40476190476190477
52,75,470,0.5851063829787234
54,73,1205,0.5643153526970954
52,60,410,0.5
52,112,180,0.5833333333333334
48,119,315,0.47619047619047616
48,135,435,0.4827586206896552
88,119,180,0.5555555555555556
119,135,295,0.4915254237288136
16,102,215,0.5116279069767442
16,107,225,0.4888888888888889
16,145,255,0.45098039215686275
102,107,95,0.3684210526315789
107,145,100,0.4
40,89,415,0.5662650602409639
70,89,30,0.6666666666666666
70,121,295,0.5084745762711864
29,99,230,0.41304347826086957
6,68,685,0.48905109489051096
6,135,600,0.48333333333333334
47,135,285,0.42105263157894735
23,80,70,0.7142857142857143
1,28,1080,0.48148148148148145
52,123,435,0.47126436781609193
73,88,750,0.58
88,123,380,0.4473684210526316
22,91,330,0.5151515151515151
31,68,475,0.5368421052631579
41,91,180,0.4444444444444444
68,91,105,0.42857142857142855
7,92,140,0.5357142857142857
69,92,140,0.4642857142857143
92,136,60,0.5833333333333334
36,95,295,0.5932203389830508
36,138,830,0.45180722891566266
75,95,245,0.5918367346938775
95,138,55,0.45454545454545453
25,52,265,0.5094339622641509
54,100,1005,0.47761194029850745
39,90,375,0.52
45,90,140,0.4642857142857143
36,120,415,0.5421686746987951
35,90,670,0.5373134328358209
90,105,475,0.42105263157894735
9,56,435,0.4827586206896552
44,52,400,0.4625
22,33,240,0.5416666666666666
